transaction_id,account_number,transaction_date,amount,transaction_type,merchant_category,is_flagged
3069,ACC-634881,2026-02-16 15:43:18,3976.69,EFT,Retail,0
3070,ACC-850611,2026-02-16 15:43:18,5538.55,EFT,Retail,0
3071,ACC-707144,2026-02-16 15:43:18,5713.24,EFT,Retail,0
3072,ACC-505046,2026-02-16 15:43:18,7518.43,EFT,Retail,0
3073,ACC-810793,2026-02-16 15:43:18,7216.72,EFT,Retail,0
3074,ACC-127203,2026-02-16 15:43:18,4339.88,EFT,Retail,0
3075,ACC-184906,2026-02-16 15:43:18,2339.22,EFT,Retail,0
3076,ACC-758048,2026-02-16 15:43:18,9960.65,EFT,Retail,0
3077,ACC-951373,2026-02-16 15:43:18,3693.51,EFT,Retail,0
3078,ACC-942557,2026-02-16 15:43:18,6543.37,EFT,Retail,0
3079,ACC-417508,2026-02-16 15:43:18,3744.6,EFT,Retail,0
3080,ACC-951666,2026-02-16 15:43:18,2896.74,EFT,Retail,0
3081,ACC-260559,2026-02-16 15:43:18,635.46,EFT,Retail,0
3082,ACC-749808,2026-02-16 15:43:18,2624.61,EFT,Retail,0
3083,ACC-949600,2026-02-16 15:43:18,2811.72,EFT,Retail,0
3084,ACC-123204,2026-02-16 15:43:18,4073.35,EFT,Retail,1
3085,ACC-617164,2026-02-16 15:43:18,9951.59,EFT,Retail,0
3086,ACC-346667,2026-02-16 15:43:18,6146.45,EFT,Retail,0
3087,ACC-469953,2026-02-16 15:43:18,3023.01,EFT,Retail,0
3088,ACC-536256,2026-02-16 15:43:18,5886.67,EFT,Retail,0
3089,ACC-711755,2026-02-16 15:43:18,9312.03,EFT,Retail,0
3090,ACC-361488,2026-02-16 15:43:18,6022.24,EFT,Retail,0
3091,ACC-901706,2026-02-16 15:43:18,354.52,EFT,Retail,0
3092,ACC-476343,2026-02-16 15:43:18,5760.87,EFT,Retail,0
3093,ACC-461370,2026-02-16 15:43:18,1297.43,EFT,Retail,0
3094,ACC-848364,2026-02-16 15:43:18,8251.33,EFT,Retail,0
3095,ACC-712163,2026-02-16 15:43:18,5075.61,EFT,Retail,0
3096,ACC-967250,2026-02-16 15:43:18,3262.8,EFT,Retail,0
3097,ACC-751589,2026-02-16 15:43:18,3982.44,EFT,Retail,0
3098,ACC-911400,2026-02-16 15:43:18,500.05,EFT,Retail,0
3099,ACC-619100,2026-02-16 15:43:18,2478.17,EFT,Retail,0
3100,ACC-820262,2026-02-16 15:43:18,4752.12,EFT,Retail,1
3101,ACC-505266,2026-02-16 15:43:18,3259.21,EFT,Retail,0
3102,ACC-474242,2026-02-16 15:43:18,2429.71,EFT,Retail,1
3103,ACC-197188,2026-02-16 15:43:18,6377.94,EFT,Retail,0
3104,ACC-470503,2026-02-16 15:43:18,4633.22,EFT,Retail,0
3105,ACC-116227,2026-02-16 15:43:18,8453.52,EFT,Retail,0
3106,ACC-394560,2026-02-16 15:43:18,1184.38,EFT,Retail,0
3107,ACC-726675,2026-02-16 15:43:18,6505.57,EFT,Retail,0
3108,ACC-880897,2026-02-16 15:43:18,8467.2,EFT,Retail,0
3109,ACC-651588,2026-02-16 15:43:18,1725.61,EFT,Retail,0
3110,ACC-642880,2026-02-16 15:43:18,9434.74,EFT,Retail,0
3111,ACC-737565,2026-02-16 15:43:18,8187.35,EFT,Retail,1
3112,ACC-447474,2026-02-16 15:43:18,250.39,EFT,Retail,1
3113,ACC-783661,2026-02-16 15:43:18,8972.73,EFT,Retail,0
3114,ACC-411095,2026-02-16 15:43:18,1058.2,EFT,Retail,0
3115,ACC-228793,2026-02-16 15:43:18,2391.84,EFT,Retail,0
3116,ACC-203928,2026-02-16 15:43:18,2775.65,EFT,Retail,0
3117,ACC-436853,2026-02-16 15:43:18,7472.21,EFT,Retail,0
3118,ACC-842170,2026-02-16 15:43:18,2833.95,EFT,Retail,0
3119,ACC-878649,2026-02-16 15:43:18,4966.18,EFT,Retail,0
3120,ACC-953307,2026-02-16 15:43:18,778.14,EFT,Retail,0
3121,ACC-541105,2026-02-16 15:43:18,8164.48,EFT,Retail,0
3122,ACC-649094,2026-02-16 15:43:18,2148.56,EFT,Retail,0
3123,ACC-617734,2026-02-16 15:43:18,1444.07,EFT,Retail,1
3124,ACC-593236,2026-02-16 15:43:18,7514.46,EFT,Retail,0
3125,ACC-380081,2026-02-16 15:43:18,2166.84,EFT,Retail,0
3126,ACC-189117,2026-02-16 15:43:18,456.55,EFT,Retail,0
3127,ACC-567205,2026-02-16 15:43:18,8019.37,EFT,Retail,0
3128,ACC-870272,2026-02-16 15:43:18,9222.9,EFT,Retail,0
3129,ACC-507260,2026-02-16 15:43:18,1309.31,EFT,Retail,0
3130,ACC-183519,2026-02-16 15:43:18,5726.4,EFT,Retail,0
3131,ACC-285492,2026-02-16 15:43:18,2761.02,EFT,Retail,0
3132,ACC-984418,2026-02-16 15:43:18,6268.41,EFT,Retail,0
3133,ACC-145182,2026-02-16 15:43:18,6925.76,EFT,Retail,0
3134,ACC-535269,2026-02-16 15:43:18,4813.46,EFT,Retail,1
3135,ACC-401617,2026-02-16 15:43:18,8081.52,EFT,Retail,0
3136,ACC-777143,2026-02-16 15:43:18,6558.07,EFT,Retail,0
3137,ACC-227828,2026-02-16 15:43:18,6444.87,EFT,Retail,0
3138,ACC-143412,2026-02-16 15:43:18,8521.63,EFT,Retail,0
3139,ACC-121638,2026-02-16 15:43:18,7718.94,EFT,Retail,0
3140,ACC-658931,2026-02-16 15:43:18,7431.43,EFT,Retail,0
3141,ACC-130263,2026-02-16 15:43:18,6102.99,EFT,Retail,1
3142,ACC-929965,2026-02-16 15:43:18,7590.72,EFT,Retail,0
3143,ACC-880139,2026-02-16 15:43:18,2476.85,EFT,Retail,0
3144,ACC-502076,2026-02-16 15:43:18,3198.72,EFT,Retail,0
3145,ACC-402325,2026-02-16 15:43:18,9022.65,EFT,Retail,0
3146,ACC-829969,2026-02-16 15:43:18,5446.65,EFT,Retail,0
3147,ACC-834809,2026-02-16 15:43:18,2120.08,EFT,Retail,0
3148,ACC-475611,2026-02-16 15:43:18,2547.06,EFT,Retail,0
3149,ACC-409012,2026-02-16 15:43:18,6522.58,EFT,Retail,0
3150,ACC-279523,2026-02-16 15:43:18,3036.07,EFT,Retail,0
3151,ACC-718556,2026-02-16 15:43:18,6775.64,EFT,Retail,0
3152,ACC-637408,2026-02-16 15:43:18,77.17,EFT,Retail,0
3153,ACC-291661,2026-02-16 15:43:18,3231.2,EFT,Retail,1
3154,ACC-922853,2026-02-16 15:43:18,6412.22,EFT,Retail,0
3155,ACC-453406,2026-02-16 15:43:18,5735.67,EFT,Retail,0
3156,ACC-755522,2026-02-16 15:43:18,5723.57,EFT,Retail,0
3157,ACC-699824,2026-02-16 15:43:18,3022.31,EFT,Retail,0
3158,ACC-686812,2026-02-16 15:43:18,7248.46,EFT,Retail,0
3159,ACC-249753,2026-02-16 15:43:18,8274.07,EFT,Retail,0
3160,ACC-736357,2026-02-16 15:43:18,6217.47,EFT,Retail,1
3161,ACC-165232,2026-02-16 15:43:18,3997.72,EFT,Retail,0
3162,ACC-736986,2026-02-16 15:43:18,1945.67,EFT,Retail,0
3163,ACC-697622,2026-02-16 15:43:18,7714.88,EFT,Retail,0
3164,ACC-111138,2026-02-16 15:43:18,4657.75,EFT,Retail,0
3165,ACC-155277,2026-02-16 15:43:18,4318.48,EFT,Retail,1
3166,ACC-621441,2026-02-16 15:43:18,9719.42,EFT,Retail,0
3167,ACC-722838,2026-02-16 15:43:18,954.93,EFT,Retail,0
3168,ACC-748174,2026-02-16 15:43:18,3969.67,EFT,Retail,0
3169,ACC-937332,2026-02-16 15:43:18,1790.82,EFT,Retail,0
3170,ACC-985845,2026-02-16 15:43:18,6084.54,EFT,Retail,0
3171,ACC-659694,2026-02-16 15:43:18,8410.66,EFT,Retail,0
3172,ACC-257698,2026-02-16 15:43:18,8570.53,EFT,Retail,0
3173,ACC-304164,2026-02-16 15:43:18,8554.41,EFT,Retail,0
3174,ACC-475270,2026-02-16 15:43:18,2948.64,EFT,Retail,0
3175,ACC-309237,2026-02-16 15:43:18,4921.83,EFT,Retail,0
3176,ACC-406671,2026-02-16 15:43:18,4133.53,EFT,Retail,0
3177,ACC-984315,2026-02-16 15:43:18,7792.83,EFT,Retail,0
3178,ACC-465074,2026-02-16 15:43:18,1820.99,EFT,Retail,0
3179,ACC-929449,2026-02-16 15:43:18,5273.07,EFT,Retail,0
3180,ACC-798938,2026-02-16 15:43:18,2678.79,EFT,Retail,0
3181,ACC-319923,2026-02-16 15:43:18,1929.99,EFT,Retail,0
3182,ACC-622533,2026-02-16 15:43:18,2072.09,EFT,Retail,0
3183,ACC-864735,2026-02-16 15:43:18,3657.33,EFT,Retail,0
3184,ACC-370481,2026-02-16 15:43:18,6640.32,EFT,Retail,0
3185,ACC-190610,2026-02-16 15:43:18,2477.27,EFT,Retail,0
3186,ACC-945844,2026-02-16 15:43:18,8893.29,EFT,Retail,0
3187,ACC-521055,2026-02-16 15:43:18,4576.99,EFT,Retail,0
3188,ACC-146615,2026-02-16 15:43:18,6040.39,EFT,Retail,0
3189,ACC-560736,2026-02-16 15:43:18,9652.22,EFT,Retail,0
3190,ACC-600341,2026-02-16 15:43:18,9087.13,EFT,Retail,0
3191,ACC-687394,2026-02-16 15:43:18,6360.24,EFT,Retail,0
3192,ACC-282356,2026-02-16 15:43:18,3466.75,EFT,Retail,0
3193,ACC-628833,2026-02-16 15:43:18,5613.94,EFT,Retail,0
3194,ACC-583085,2026-02-16 15:43:18,5512.45,EFT,Retail,0
3195,ACC-168361,2026-02-16 15:43:18,9419.72,EFT,Retail,0
3196,ACC-625619,2026-02-16 15:43:18,4741.47,EFT,Retail,0
3197,ACC-703817,2026-02-16 15:43:18,4985.31,EFT,Retail,0
3198,ACC-913645,2026-02-16 15:43:18,804.7,EFT,Retail,0
3199,ACC-288612,2026-02-16 15:43:18,9772.6,EFT,Retail,0
3200,ACC-420555,2026-02-16 15:43:18,80.94,EFT,Retail,1
3201,ACC-851918,2026-02-16 15:43:18,2614.76,EFT,Retail,0
3202,ACC-298460,2026-02-16 15:43:18,6995.92,EFT,Retail,0
3203,ACC-175020,2026-02-16 15:43:18,9075.03,EFT,Retail,0
3204,ACC-743254,2026-02-16 15:43:18,7112.93,EFT,Retail,0
3205,ACC-934789,2026-02-16 15:43:18,4008.66,EFT,Retail,0
3206,ACC-915300,2026-02-16 15:43:18,8643.57,EFT,Retail,0
3207,ACC-484755,2026-02-16 15:43:18,3251.82,EFT,Retail,0
3208,ACC-767285,2026-02-16 15:43:18,6769.57,EFT,Retail,0
3209,ACC-794467,2026-02-16 15:43:18,3766.5,EFT,Retail,0
3210,ACC-740665,2026-02-16 15:43:18,8541.72,EFT,Retail,0
3211,ACC-202623,2026-02-16 15:43:18,1642.04,EFT,Retail,0
3212,ACC-911885,2026-02-16 15:43:18,736.51,EFT,Retail,0
3213,ACC-180002,2026-02-16 15:43:18,4585.53,EFT,Retail,0
3214,ACC-779315,2026-02-16 15:43:18,6957.01,EFT,Retail,0
3215,ACC-985154,2026-02-16 15:43:18,2751.59,EFT,Retail,0
3216,ACC-370834,2026-02-16 15:43:18,2287.93,EFT,Retail,0
3217,ACC-567593,2026-02-16 15:43:18,8741.84,EFT,Retail,0
3218,ACC-494941,2026-02-16 15:43:18,7572.95,EFT,Retail,0
3219,ACC-170310,2026-02-16 15:43:18,9806.12,EFT,Retail,0
3220,ACC-461447,2026-02-16 15:43:18,19.78,EFT,Retail,0
3221,ACC-117437,2026-02-16 15:43:18,6816.89,EFT,Retail,0
3222,ACC-735882,2026-02-16 15:43:18,4817.18,EFT,Retail,0
3223,ACC-999775,2026-02-16 15:43:18,1318.09,EFT,Retail,0
3224,ACC-913189,2026-02-16 15:43:18,5383.38,EFT,Retail,1
3225,ACC-361252,2026-02-16 15:43:18,5082.24,EFT,Retail,0
3226,ACC-844059,2026-02-16 15:43:18,1228.2,EFT,Retail,0
3227,ACC-370940,2026-02-16 15:43:18,1035.22,EFT,Retail,0
3228,ACC-785624,2026-02-16 15:43:18,9656.05,EFT,Retail,0
3229,ACC-834607,2026-02-16 15:43:18,4533.25,EFT,Retail,0
3230,ACC-756717,2026-02-16 15:43:18,1946.36,EFT,Retail,0
3231,ACC-403030,2026-02-16 15:43:18,3311.37,EFT,Retail,0
3232,ACC-311059,2026-02-16 15:43:18,2358.0,EFT,Retail,0
3233,ACC-702948,2026-02-16 15:43:18,9233.1,EFT,Retail,0
3234,ACC-337309,2026-02-16 15:43:18,4982.22,EFT,Retail,0
3235,ACC-105145,2026-02-16 15:43:18,9283.56,EFT,Retail,0
3236,ACC-404269,2026-02-16 15:43:18,8164.99,EFT,Retail,0
3237,ACC-902640,2026-02-16 15:43:18,2543.24,EFT,Retail,0
3238,ACC-295996,2026-02-16 15:43:18,3004.2,EFT,Retail,0
3239,ACC-408382,2026-02-16 15:43:18,1668.9,EFT,Retail,0
3240,ACC-578694,2026-02-16 15:43:18,2398.82,EFT,Retail,0
3241,ACC-369244,2026-02-16 15:43:18,6845.17,EFT,Retail,0
3242,ACC-614769,2026-02-16 15:43:18,2845.23,EFT,Retail,0
3243,ACC-712000,2026-02-16 15:43:18,2798.63,EFT,Retail,0
3244,ACC-961284,2026-02-16 15:43:18,7069.7,EFT,Retail,0
3245,ACC-278732,2026-02-16 15:43:18,12.59,EFT,Retail,0
3246,ACC-143938,2026-02-16 15:43:18,125.44,EFT,Retail,0
3247,ACC-589290,2026-02-16 15:43:18,9695.06,EFT,Retail,0
3248,ACC-256869,2026-02-16 15:43:18,2218.07,EFT,Retail,0
3249,ACC-338738,2026-02-16 15:43:18,5679.11,EFT,Retail,0
3250,ACC-563569,2026-02-16 15:43:18,4441.0,EFT,Retail,0
3251,ACC-139638,2026-02-16 15:43:18,1944.08,EFT,Retail,0
3252,ACC-654704,2026-02-16 15:43:18,5619.56,EFT,Retail,1
3253,ACC-206158,2026-02-16 15:43:18,7074.75,EFT,Retail,0
3254,ACC-815623,2026-02-16 15:43:18,4251.49,EFT,Retail,0
3255,ACC-483604,2026-02-16 15:43:18,9101.31,EFT,Retail,0
3256,ACC-666530,2026-02-16 15:43:18,3314.69,EFT,Retail,0
3257,ACC-865125,2026-02-16 15:43:18,9439.69,EFT,Retail,0
3258,ACC-113710,2026-02-16 15:43:18,5678.84,EFT,Retail,0
3259,ACC-338446,2026-02-16 15:43:18,9435.46,EFT,Retail,0
3260,ACC-805514,2026-02-16 15:43:18,1507.98,EFT,Retail,0
3261,ACC-603087,2026-02-16 15:43:18,5881.02,EFT,Retail,0
3262,ACC-598100,2026-02-16 15:43:18,9765.77,EFT,Retail,0
3263,ACC-264717,2026-02-16 15:43:18,2474.48,EFT,Retail,0
3264,ACC-728699,2026-02-16 15:43:18,4282.35,EFT,Retail,0
3265,ACC-948561,2026-02-16 15:43:18,5777.02,EFT,Retail,0
3266,ACC-610076,2026-02-16 15:43:18,6538.45,EFT,Retail,0
3267,ACC-894986,2026-02-16 15:43:18,7096.78,EFT,Retail,0
3268,ACC-426830,2026-02-16 15:43:18,1204.16,EFT,Retail,0
3269,ACC-281787,2026-02-16 15:43:18,4719.91,EFT,Retail,0
3270,ACC-418599,2026-02-16 15:43:18,5080.16,EFT,Retail,0
3271,ACC-879718,2026-02-16 15:43:18,8975.27,EFT,Retail,0
3272,ACC-775254,2026-02-16 15:43:18,856.96,EFT,Retail,0
3273,ACC-667970,2026-02-16 15:43:18,6224.9,EFT,Retail,0
3274,ACC-305742,2026-02-16 15:43:18,4853.72,EFT,Retail,0
3275,ACC-324227,2026-02-16 15:43:18,225.55,EFT,Retail,0
3276,ACC-783169,2026-02-16 15:43:18,6993.42,EFT,Retail,0
3277,ACC-999433,2026-02-16 15:43:18,3384.13,EFT,Retail,0
3278,ACC-509076,2026-02-16 15:43:18,1907.88,EFT,Retail,0
3279,ACC-441458,2026-02-16 15:43:18,1259.31,EFT,Retail,0
3280,ACC-171564,2026-02-16 15:43:18,9231.96,EFT,Retail,0
3281,ACC-205802,2026-02-16 15:43:18,4555.05,EFT,Retail,0
3282,ACC-331961,2026-02-16 15:43:18,5141.25,EFT,Retail,0
3283,ACC-500260,2026-02-16 15:43:18,8314.04,EFT,Retail,0
3284,ACC-657882,2026-02-16 15:43:18,6309.01,EFT,Retail,0
3285,ACC-623592,2026-02-16 15:43:18,241.64,EFT,Retail,0
3286,ACC-824561,2026-02-16 15:43:18,8988.06,EFT,Retail,0
3287,ACC-727927,2026-02-16 15:43:18,2520.19,EFT,Retail,0
3288,ACC-171051,2026-02-16 15:43:18,8937.31,EFT,Retail,0
3289,ACC-530100,2026-02-16 15:43:18,6939.95,EFT,Retail,0
3290,ACC-189606,2026-02-16 15:43:18,3888.83,EFT,Retail,0
3291,ACC-155789,2026-02-16 15:43:18,3727.6,EFT,Retail,0
3292,ACC-343809,2026-02-16 15:43:18,3209.89,EFT,Retail,0
3293,ACC-998442,2026-02-16 15:43:18,6146.04,EFT,Retail,0
3294,ACC-592518,2026-02-16 15:43:18,5015.83,EFT,Retail,0
3295,ACC-843561,2026-02-16 15:43:18,5323.39,EFT,Retail,0
3296,ACC-386900,2026-02-16 15:43:18,444.12,EFT,Retail,0
3297,ACC-275852,2026-02-16 15:43:18,1797.81,EFT,Retail,0
3298,ACC-121886,2026-02-16 15:43:18,1833.93,EFT,Retail,0
3299,ACC-702894,2026-02-16 15:43:18,8173.77,EFT,Retail,0
3300,ACC-940640,2026-02-16 15:43:18,4385.18,EFT,Retail,0
3301,ACC-673059,2026-02-16 15:43:18,122.9,EFT,Retail,0
3302,ACC-747453,2026-02-16 15:43:18,1432.07,EFT,Retail,0
3303,ACC-423694,2026-02-16 15:43:18,1247.33,EFT,Retail,0
3304,ACC-414303,2026-02-16 15:43:18,1120.76,EFT,Retail,0
3305,ACC-304554,2026-02-16 15:43:18,5983.07,EFT,Retail,0
3306,ACC-778161,2026-02-16 15:43:18,8385.03,EFT,Retail,0
3307,ACC-229933,2026-02-16 15:43:18,9259.25,EFT,Retail,0
3308,ACC-284317,2026-02-16 15:43:18,4344.45,EFT,Retail,0
3309,ACC-537233,2026-02-16 15:43:18,7555.87,EFT,Retail,0
3310,ACC-402110,2026-02-16 15:43:18,7169.28,EFT,Retail,0
3311,ACC-763513,2026-02-16 15:43:18,9533.74,EFT,Retail,0
3312,ACC-924108,2026-02-16 15:43:18,9129.01,EFT,Retail,0
3313,ACC-413807,2026-02-16 15:43:18,2909.51,EFT,Retail,0
3314,ACC-253704,2026-02-16 15:43:18,6277.35,EFT,Retail,0
3315,ACC-323586,2026-02-16 15:43:18,3631.65,EFT,Retail,0
3316,ACC-336874,2026-02-16 15:43:18,1043.56,EFT,Retail,0
3317,ACC-413136,2026-02-16 15:43:18,5430.48,EFT,Retail,0
3318,ACC-755308,2026-02-16 15:43:18,6262.42,EFT,Retail,0
3319,ACC-869973,2026-02-16 15:43:18,4370.78,EFT,Retail,0
3320,ACC-804537,2026-02-16 15:43:18,576.66,EFT,Retail,0
3321,ACC-573728,2026-02-16 15:43:18,8122.07,EFT,Retail,0
3322,ACC-975772,2026-02-16 15:43:18,4195.83,EFT,Retail,0
3323,ACC-671152,2026-02-16 15:43:18,6370.5,EFT,Retail,0
3324,ACC-546300,2026-02-16 15:43:18,6352.24,EFT,Retail,0
3325,ACC-582934,2026-02-16 15:43:18,6176.09,EFT,Retail,0
3326,ACC-584648,2026-02-16 15:43:18,2576.95,EFT,Retail,0
3327,ACC-632635,2026-02-16 15:43:18,9401.45,EFT,Retail,0
3328,ACC-825331,2026-02-16 15:43:18,2538.06,EFT,Retail,0
3329,ACC-545379,2026-02-16 15:43:18,9205.6,EFT,Retail,0
3330,ACC-846397,2026-02-16 15:43:18,7920.45,EFT,Retail,0
3331,ACC-986536,2026-02-16 15:43:18,5084.99,EFT,Retail,0
3332,ACC-470230,2026-02-16 15:43:18,2947.15,EFT,Retail,0
3333,ACC-381911,2026-02-16 15:43:18,8477.46,EFT,Retail,0
3334,ACC-956698,2026-02-16 15:43:18,8623.63,EFT,Retail,0
3335,ACC-724307,2026-02-16 15:43:18,999.15,EFT,Retail,0
3336,ACC-813708,2026-02-16 15:43:18,7093.92,EFT,Retail,0
3337,ACC-740350,2026-02-16 15:43:18,536.97,EFT,Retail,0
3338,ACC-557947,2026-02-16 15:43:18,1421.98,EFT,Retail,0
3339,ACC-546316,2026-02-16 15:43:18,9260.35,EFT,Retail,0
3340,ACC-940749,2026-02-16 15:43:18,2434.68,EFT,Retail,0
3341,ACC-409422,2026-02-16 15:43:18,4744.9,EFT,Retail,0
3342,ACC-353563,2026-02-16 15:43:18,3855.61,EFT,Retail,0
3343,ACC-330660,2026-02-16 15:43:18,336.64,EFT,Retail,0
3344,ACC-906637,2026-02-16 15:43:18,2829.67,EFT,Retail,0
3345,ACC-803177,2026-02-16 15:43:18,7284.17,EFT,Retail,0
3346,ACC-374992,2026-02-16 15:43:18,6332.6,EFT,Retail,0
3347,ACC-413645,2026-02-16 15:43:18,9935.1,EFT,Retail,0
3348,ACC-666824,2026-02-16 15:43:18,3828.25,EFT,Retail,0
3349,ACC-977561,2026-02-16 15:43:18,8012.16,EFT,Retail,0
3350,ACC-100660,2026-02-16 15:43:18,7610.4,EFT,Retail,0
3351,ACC-758680,2026-02-16 15:43:18,2503.43,EFT,Retail,0
3352,ACC-576580,2026-02-16 15:43:18,4793.32,EFT,Retail,0
3353,ACC-642062,2026-02-16 15:43:18,5872.89,EFT,Retail,0
3354,ACC-897368,2026-02-16 15:43:18,411.27,EFT,Retail,0
3355,ACC-653790,2026-02-16 15:43:18,4333.9,EFT,Retail,0
3356,ACC-374263,2026-02-16 15:43:18,5607.42,EFT,Retail,0
3357,ACC-788740,2026-02-16 15:43:18,1578.4,EFT,Retail,0
3358,ACC-994121,2026-02-16 15:43:18,4871.49,EFT,Retail,0
3359,ACC-833725,2026-02-16 15:43:18,7102.34,EFT,Retail,0
3360,ACC-456758,2026-02-16 15:43:18,6657.32,EFT,Retail,0
3361,ACC-730110,2026-02-16 15:43:18,822.24,EFT,Retail,0
3362,ACC-376371,2026-02-16 15:43:18,6031.48,EFT,Retail,0
3363,ACC-696748,2026-02-16 15:43:18,317.73,EFT,Retail,0
3364,ACC-777877,2026-02-16 15:43:18,2568.76,EFT,Retail,0
3365,ACC-417982,2026-02-16 15:43:18,6922.06,EFT,Retail,0
3366,ACC-935930,2026-02-16 15:43:18,4408.01,EFT,Retail,0
3367,ACC-788895,2026-02-16 15:43:18,5744.95,EFT,Retail,0
3368,ACC-241554,2026-02-16 15:43:18,579.54,EFT,Retail,0
3369,ACC-924164,2026-02-16 15:43:18,1249.33,EFT,Retail,0
3370,ACC-111207,2026-02-16 15:43:18,4299.14,EFT,Retail,0
3371,ACC-344179,2026-02-16 15:43:18,199.22,EFT,Retail,0
3372,ACC-431756,2026-02-16 15:43:18,9860.63,EFT,Retail,0
3373,ACC-247687,2026-02-16 15:43:18,3471.16,EFT,Retail,0
3374,ACC-257574,2026-02-16 15:43:18,1455.54,EFT,Retail,0
3375,ACC-618360,2026-02-16 15:43:18,2722.11,EFT,Retail,0
3376,ACC-414363,2026-02-16 15:43:18,8469.08,EFT,Retail,0
3377,ACC-453334,2026-02-16 15:43:18,4029.77,EFT,Retail,0
3378,ACC-978922,2026-02-16 15:43:18,3715.97,EFT,Retail,0
3379,ACC-573785,2026-02-16 15:43:18,8474.1,EFT,Retail,0
3380,ACC-771936,2026-02-16 15:43:18,7596.84,EFT,Retail,0
3381,ACC-562701,2026-02-16 15:43:18,8946.63,EFT,Retail,0
3382,ACC-973805,2026-02-16 15:43:18,615.45,EFT,Retail,0
3383,ACC-811509,2026-02-16 15:43:18,7677.1,EFT,Retail,0
3384,ACC-128013,2026-02-16 15:43:18,7550.77,EFT,Retail,0
3385,ACC-230329,2026-02-16 15:43:18,6780.28,EFT,Retail,1
3386,ACC-770014,2026-02-16 15:43:18,8551.74,EFT,Retail,0
3387,ACC-682224,2026-02-16 15:43:18,1071.19,EFT,Retail,0
3388,ACC-687591,2026-02-16 15:43:18,4798.53,EFT,Retail,0
3389,ACC-787219,2026-02-16 15:43:18,4960.06,EFT,Retail,0
3390,ACC-512623,2026-02-16 15:43:18,7244.6,EFT,Retail,0
3391,ACC-154946,2026-02-16 15:43:18,5646.01,EFT,Retail,0
3392,ACC-554907,2026-02-16 15:43:18,6077.08,EFT,Retail,0
3393,ACC-809010,2026-02-16 15:43:18,3723.99,EFT,Retail,0
3394,ACC-438344,2026-02-16 15:43:18,3838.09,EFT,Retail,0
3395,ACC-824257,2026-02-16 15:43:18,6499.6,EFT,Retail,0
3396,ACC-305338,2026-02-16 15:43:18,6339.48,EFT,Retail,0
3397,ACC-572095,2026-02-16 15:43:18,1669.14,EFT,Retail,0
3398,ACC-823478,2026-02-16 15:43:18,2365.58,EFT,Retail,0
3399,ACC-231678,2026-02-16 15:43:18,4179.56,EFT,Retail,0
3400,ACC-100356,2026-02-16 15:43:18,494.23,EFT,Retail,0
3401,ACC-173226,2026-02-16 15:43:18,6690.36,EFT,Retail,0
3402,ACC-548510,2026-02-16 15:43:18,1884.53,EFT,Retail,0
3403,ACC-703717,2026-02-16 15:43:18,122.9,EFT,Retail,0
3404,ACC-287589,2026-02-16 15:43:18,8949.8,EFT,Retail,0
3405,ACC-606774,2026-02-16 15:43:18,2666.02,EFT,Retail,0
3406,ACC-477091,2026-02-16 15:43:18,1636.73,EFT,Retail,0
3407,ACC-384366,2026-02-16 15:43:18,8956.26,EFT,Retail,0
3408,ACC-967898,2026-02-16 15:43:18,2309.31,EFT,Retail,0
3409,ACC-653953,2026-02-16 15:43:18,2925.4,EFT,Retail,0
3410,ACC-282996,2026-02-16 15:43:18,1680.79,EFT,Retail,0
3411,ACC-683013,2026-02-16 15:43:18,5477.46,EFT,Retail,0
3412,ACC-400174,2026-02-16 15:43:18,2815.75,EFT,Retail,0
3413,ACC-272568,2026-02-16 15:43:18,7368.34,EFT,Retail,0
3414,ACC-400786,2026-02-16 15:43:18,3442.1,EFT,Retail,0
3415,ACC-603564,2026-02-16 15:43:18,6422.92,EFT,Retail,0
3416,ACC-763916,2026-02-16 15:43:18,896.9,EFT,Retail,0
3417,ACC-917108,2026-02-16 15:43:18,8333.1,EFT,Retail,0
3418,ACC-742910,2026-02-16 15:43:18,2431.59,EFT,Retail,0
3419,ACC-670888,2026-02-16 15:43:18,9533.25,EFT,Retail,0
3420,ACC-512507,2026-02-16 15:43:18,7007.18,EFT,Retail,0
3421,ACC-586603,2026-02-16 15:43:18,3176.58,EFT,Retail,1
3422,ACC-890578,2026-02-16 15:43:18,4932.66,EFT,Retail,0
3423,ACC-707988,2026-02-16 15:43:18,8845.08,EFT,Retail,0
3424,ACC-393434,2026-02-16 15:43:18,4424.54,EFT,Retail,0
3425,ACC-859081,2026-02-16 15:43:18,5146.46,EFT,Retail,0
3426,ACC-703773,2026-02-16 15:43:18,2254.19,EFT,Retail,0
3427,ACC-906689,2026-02-16 15:43:18,1380.62,EFT,Retail,0
3428,ACC-633285,2026-02-16 15:43:18,9586.62,EFT,Retail,0
3429,ACC-282232,2026-02-16 15:43:18,9653.23,EFT,Retail,0
3430,ACC-279898,2026-02-16 15:43:18,3419.25,EFT,Retail,0
3431,ACC-571632,2026-02-16 15:43:18,2902.95,EFT,Retail,0
3432,ACC-573341,2026-02-16 15:43:18,9915.86,EFT,Retail,0
3433,ACC-933280,2026-02-16 15:43:18,4889.58,EFT,Retail,0
3434,ACC-882172,2026-02-16 15:43:18,3438.3,EFT,Retail,0
3435,ACC-575245,2026-02-16 15:43:18,3045.28,EFT,Retail,0
3436,ACC-800981,2026-02-16 15:43:18,788.69,EFT,Retail,0
